maxid,Genus,Species,Phylum,Class,CellType,CellSubType,LambdaMax,error,Chromophore,Stage,opsinid,refid
1,Acipenser,transmontanus,Chordata,,rod,,540,0,,adult,463,30
2,Acipenser,transmontanus,Chordata,,cone,,464,0,,adult,0,30
3,Acipenser,transmontanus,Chordata,,cone,,531,0,,adult,0,30
4,Acipenser,transmontanus,Chordata,,cone,,605,0,,adult,0,30
5,Acipenser,medirostris,Chordata,,rod,,540,0,,adult,0,43
6,Acipenser,medirostris,Chordata,,cone,single,465,0,,adult,0,43
7,Acipenser,medirostris,Chordata,,cone,single,538,0,,adult,0,43
8,Acipenser,medirostris,Chordata,,cone,single,614,0,,adult,0,43
9,Cymatogaster,aggregata,Chordata,,rod,,500,0,,adult,0,5
10,Cymatogaster,aggregata,Chordata,,cone,single,455,0,,adult,0,5
11,Cymatogaster,aggregata,Chordata,,cone,single,528,0,,adult,0,5
12,Cymatogaster,aggregata,Chordata,,cone,twin,532,0,,adult,0,5
13,Amia,calva,Chordata,,rod,,527,2,,adult,0,6
14,Amia,calva,Chordata,,cone,single,457,5,,adult,0,6
15,Amia,calva,Chordata,,cone,single,556,2,,adult,0,6
16,Amia,calva,Chordata,,cone,single,624,6,,adult,2475,6
17,Amia,calva,Chordata,,cone,double,556,2,,adult,0,6
18,Amia,calva,Chordata,,cone,twin,624,6,,adult,0,6
19,Gymnothorax,favagineus,Chordata,,rod,,487,5.4,,adult,0,47
20,Gymnothorax,favagineus,Chordata,,cone,single,501,7.7,,adult,0,47
21,Gymnothorax,reticularis,Chordata,,rod,,486,4,,adult,0,47
22,Gymnothorax,reticularis,Chordata,,cone,single,494,5.8,,adult,0,47
23,Rhinomuraena,quaesita,Chordata,,rod,,498,4.8,,adult,0,47
24,Rhinomuraena,quaesita,Chordata,,cone,single,493,7,,adult,0,47
25,Strophidon,sathete,Chordata,,rod,,487,4.8,,adult,0,47
26,Strophidon,sathete,Chordata,,cone,single,509,6.6,,adult,0,47
27,Atherina,boyeri,Chordata,,rod,,511,0,,adult,0,18
28,Atherina,boyeri,Chordata,,cone,single,570,0,,adult,0,18
29,Atherina,boyeri,Chordata,,cone,double,435,0,,adult,0,18
30,Atherina,boyeri,Chordata,,cone,twin,530,0,,adult,0,18
31,Melanotaenia,maccullochi,Chordata,,rod,,509,0,,adult,0,40
32,Melanotaenia,maccullochi,Chordata,,cone,single,377,0,,adult,0,40
33,Melanotaenia,maccullochi,Chordata,,cone,single,409,0,,adult,0,40
34,Melanotaenia,maccullochi,Chordata,,cone,single,443,0,,adult,0,40
35,Melanotaenia,maccullochi,Chordata,,cone,single,495,0,,adult,0,40
36,Melanotaenia,maccullochi,Chordata,,cone,single,528,0,,adult,0,40
37,Melanotaenia,maccullochi,Chordata,,cone,double,495,0,,adult,0,40
38,Melanotaenia,maccullochi,Chordata,,cone,double,528,0,,adult,0,40
39,Melanotaenia,maccullochi,Chordata,,cone,double,578,0,,adult,0,40
40,Marosatherina,ladigesi,Chordata,,rod,,507,0,,adult,0,40
41,Marosatherina,ladigesi,Chordata,,cone,single,368,0,,adult,0,40
42,Marosatherina,ladigesi,Chordata,,cone,single,452,0,,adult,0,40
43,Marosatherina,ladigesi,Chordata,,cone,single,461,0,,adult,0,40
44,Marosatherina,ladigesi,Chordata,,cone,single,481,0,,adult,0,40
45,Marosatherina,ladigesi,Chordata,,cone,single,531,0,,adult,0,40
46,Marosatherina,ladigesi,Chordata,,cone,single,557,0,,adult,0,40
47,Marosatherina,ladigesi,Chordata,,cone,double,452,0,,adult,0,40
48,Marosatherina,ladigesi,Chordata,,cone,double,461,0,,adult,0,40
49,Marosatherina,ladigesi,Chordata,,cone,double,531,0,,adult,0,40
50,Marosatherina,ladigesi,Chordata,,cone,double,557,0,,adult,0,40
51,Synodus,variegatus,Chordata,,rod,,493,0,,adult,0,32
52,Synodus,variegatus,Chordata,,cone,single,368,0,,adult,0,32
53,Synodus,variegatus,Chordata,,cone,double,482,0,,adult,0,32
54,Synodus,variegatus,Chordata,,cone,double,503,0,,adult,0,32
55,Belone,belone,Chordata,,rod,,509,0,,adult,0,40
56,Belone,belone,Chordata,,cone,single,422,0,,adult,0,40
57,Belone,belone,Chordata,,cone,single,508,0,,adult,0,40
58,Belone,belone,Chordata,,cone,twin,508,0,,adult,0,40
59,Dermogenys,pusilla,Chordata,,rod,,507,0,,adult,0,40
60,Dermogenys,pusilla,Chordata,,cone,single,377,0,,adult,0,40
61,Dermogenys,pusilla,Chordata,,cone,single,526,0,,adult,0,40
62,Dermogenys,pusilla,Chordata,,cone,single,572,0,,adult,0,40
63,Dermogenys,pusilla,Chordata,,cone,double,483,0,,adult,0,40
64,Dermogenys,pusilla,Chordata,,cone,double,526,0,,adult,0,40
65,Dermogenys,pusilla,Chordata,,cone,double,572,0,,adult,0,40
66,Dermogenys,pusilla,Chordata,,cone,double,545,0,,adult,0,40
67,Myripristis,berndti,Chordata,,rod,,495,0,,adult,0,32
68,Myripristis,berndti,Chordata,,cone,double,514,1.4,,adult,0,32
69,Myripristis,berndti,Chordata,,cone,double,506,0,,adult,0,32
70,Neoniphon,sammara,Chordata,,rod,,502,0.3,,adult,0,32
71,Neoniphon,sammara,Chordata,,cone,single,446,0,,adult,0,32
72,Neoniphon,sammara,Chordata,,cone,double,512,3,,adult,0,32
73,Sargocentron,xantherythrum,Chordata,,rod,,490,1.4,,adult,0,32
74,Sargocentron,xantherythrum,Chordata,,cone,single,447,2.8,,adult,0,32
75,Sargocentron,xantherythrum,Chordata,,cone,double,516,1,,adult,0,32
76,Sargocentron,xantherythrum,Chordata,,cone,double,509,2.4,,adult,0,32
77,Neoceratodus,forsteri,Chordata,,rod,,540,0,,adult,0,19
78,Neoceratodus,forsteri,Chordata,,cone,single,479,0,,adult,0,19
79,Neoceratodus,forsteri,Chordata,,cone,single,558,0,,adult,0,19
80,Neoceratodus,forsteri,Chordata,,cone,single,623,0,,adult,22,19
81,Astyanax,fasciatus,Chordata,,rod,,520,0,,adult,0,37
82,Astyanax,fasciatus,Chordata,,cone,single,449,0,,adult,0,37
83,Astyanax,fasciatus,Chordata,,cone,single,547,0,,adult,0,37
84,Astyanax,fasciatus,Chordata,,cone,single,572,0,,adult,0,37
85,Astyanax,fasciatus,Chordata,,cone,double,547,0,,adult,0,37
86,Astyanax,fasciatus,Chordata,,cone,double,572,0,,adult,0,37
87,Alosa,kessleri,Chordata,,rod,,510,0,,adult,0,18
88,Alosa,kessleri,Chordata,,cone,single,509,0,,adult,0,18
89,Alosa,kessleri,Chordata,,cone,single,557,0,,adult,0,18
90,Alosa,kessleri,Chordata,,cone,double,509,0,,adult,0,18
91,Alosa,kessleri,Chordata,,cone,double,557,0,,adult,0,18
92,Alosa,kessleri,Chordata,,cone,twin,557,0,,adult,0,18
93,Clupea,pallasii,Chordata,,rod,,501,0,,adult,0,5
94,Clupea,pallasii,Chordata,,cone,single,514,0,,adult,0,5
95,Clupea,pallasii,Chordata,,cone,double,515,0,,adult,0,5
96,Clupea,pallasii,Chordata,,cone,double,534,0,,adult,0,5
97,Clupea,pallasii,Chordata,,cone,twin,529,0,,adult,0,5
98,Sardinops,melanostictus,Chordata,,rod,,502,2,,adult,0,35
99,Sardinops,melanostictus,Chordata,,cone,single,393,3,,adult,2476,35
100,Sardinops,melanostictus,Chordata,,cone,double,493,3,,adult,0,35
101,Sardinops,melanostictus,Chordata,,cone,double,522,2,,adult,0,35
102,Sardinops,melanostictus,Chordata,,cone,double,542,3,,adult,0,35
103,Engraulis,mordax,Chordata,,rod,,498,0,,adult,0,5
104,Engraulis,mordax,Chordata,,cone,single,530,0,,adult,0,5
105,Engraulis,mordax,Chordata,,cone,twin,532,0,,adult,0,5
106,Engraulis,encrasicolus,Chordata,,rod,,500,0,,adult,0,25
107,Engraulis,encrasicolus,Chordata,,cone,single,492,0,,adult,0,25
108,Engraulis,encrasicolus,Chordata,,cone,single,500,0,,adult,0,25
109,Engraulis,encrasicolus,Chordata,,cone,triple,474,0,,adult,0,25
110,Engraulis,encrasicolus,Chordata,,cone,triple,500,0,,adult,0,25
111,Engraulis,japonicus,Chordata,,rod,,502,0,Vitamin A1-based,adult,473,25
112,Engraulis,japonicus,Chordata,,cone,single,492,0,Vitamin A1-based,adult,0,25
113,Engraulis,japonicus,Chordata,,cone,single,502,0,Vitamin A1-based,adult,0,25
114,Engraulis,japonicus,Chordata,,cone,triple,478,0,Vitamin A1-based,adult,0,25
115,Engraulis,japonicus,Chordata,,cone,triple,502,0,Vitamin A1-based,adult,0,25
116,Abramis,ballerus,Chordata,,rod,,518,0,,adult,0,22
117,Abramis,ballerus,Chordata,,cone,single,451,0,,adult,0,22
118,Abramis,ballerus,Chordata,,cone,single,537,0,,adult,0,22
119,Abramis,ballerus,Chordata,,cone,single,620,0,,adult,0,22
120,Abramis,ballerus,Chordata,,cone,double,537,0,,adult,0,22
121,Abramis,ballerus,Chordata,,cone,double,620,0,,adult,0,22
122,Abramis,brama,Chordata,,rod,,537,0,,adult,0,22
123,Abramis,brama,Chordata,,cone,single,451,0,,adult,0,22
124,Abramis,brama,Chordata,,cone,single,537,0,,adult,0,22
125,Abramis,brama,Chordata,,cone,single,620,0,,adult,0,22
126,Abramis,brama,Chordata,,cone,double,537,0,,adult,0,22
127,Abramis,brama,Chordata,,cone,double,620,0,,adult,0,22
128,Alburnus,alburnus,Chordata,,rod,,517,0,,adult,0,22
129,Alburnus,alburnus,Chordata,,cone,single,440,0,,adult,0,22
130,Alburnus,alburnus,Chordata,,cone,single,523,0,,adult,0,22
131,Alburnus,alburnus,Chordata,,cone,single,571,0,,adult,0,22
132,Blicca,bjoerkna,Chordata,,rod,,539,0,,adult,0,22
133,Blicca,bjoerkna,Chordata,,cone,single,444,0,,adult,0,22
134,Blicca,bjoerkna,Chordata,,cone,single,533,0,,adult,0,22
135,Blicca,bjoerkna,Chordata,,cone,single,603,0,,adult,0,22
136,Carassius,auratus,Chordata,,rod,,521,0,,adult,0,3
137,Carassius,auratus,Chordata,,cone,single,360,0,,adult,0,3
138,Carassius,auratus,Chordata,,cone,single,452,0,,adult,0,3
139,Carassius,auratus,Chordata,,cone,single,532,0,,adult,0,3
140,Carassius,auratus,Chordata,,cone,single,614,0,,adult,0,3
141,Carassius,auratus,Chordata,,cone,double,532,0,,adult,0,3
142,Carassius,auratus,Chordata,,cone,double,614,0,,adult,0,3
143,Carassius,carassius,Chordata,,rod,,526,0,,adult,0,22
144,Carassius,carassius,Chordata,,cone,single,449,0,,adult,0,22
145,Carassius,carassius,Chordata,,cone,single,529,0,,adult,0,22
146,Carassius,carassius,Chordata,,cone,single,535,0,,adult,0,22
147,Carassius,carassius,Chordata,,cone,single,608,0,,adult,0,22
148,Carassius,carassius,Chordata,,cone,twin,619,0,,adult,0,22
149,Carassius,auratus,Chordata,,rod,,522,0,,adult,0,29
150,Carassius,auratus,Chordata,,cone,single,455,0,,adult,0,29
151,Carassius,auratus,Chordata,,cone,double,530,0,,adult,0,29
152,Carassius,auratus,Chordata,,cone,double,625,0,,adult,0,29
153,Scardinius,erythrophthalmus,Chordata,,rod,,515,0,,adult,0,49
154,Scardinius,erythrophthalmus,Chordata,,cone,single,355,0,,adult,0,49
155,Scardinius,erythrophthalmus,Chordata,,cone,single,405,0,,adult,0,49
156,Scardinius,erythrophthalmus,Chordata,,cone,single,505,0,,adult,0,49
157,Scardinius,erythrophthalmus,Chordata,,cone,single,565,0,,adult,0,49
158,Scardinius,erythrophthalmus,Chordata,,cone,double,505,0,,adult,0,49
159,Scardinius,erythrophthalmus,Chordata,,cone,double,565,0,,adult,0,49
160,Tinca,tinca,Chordata,,rod,,533,0,,adult,0,29
161,Tinca,tinca,Chordata,,cone,single,454,0,,adult,0,29
162,Tinca,tinca,Chordata,,cone,single,533,0,,adult,0,29
163,Tinca,tinca,Chordata,,cone,single,615,0,,adult,0,29
164,Tinca,tinca,Chordata,,cone,double,533,0,,adult,0,29
165,Tinca,tinca,Chordata,,cone,double,615,0,,adult,0,29
166,Fundulus,heteroclitus,Chordata,,rod,,503,0,,adult,0,14
167,Fundulus,heteroclitus,Chordata,,cone,single,363,0,,adult,0,14
168,Fundulus,heteroclitus,Chordata,,cone,single,400,0,,adult,0,14
169,Fundulus,heteroclitus,Chordata,,cone,double,463,0,,adult,0,14
170,Fundulus,heteroclitus,Chordata,,cone,double,563,0,,adult,0,14
171,Fundulus,heteroclitus,Chordata,,cone,twin,563,0,,adult,0,14
172,Lucania,goodei,Chordata,,cone,single,359,0,,adult,0,17
173,Lucania,goodei,Chordata,,cone,single,405,0,,adult,0,17
174,Lucania,goodei,Chordata,,cone,single,454,0,,adult,0,17
175,Lucania,goodei,Chordata,,cone,single,538,0,,adult,0,17
176,Lucania,goodei,Chordata,,cone,double,454,0,,adult,0,17
177,Lucania,goodei,Chordata,,cone,double,538,0,,adult,0,17
178,Lucania,goodei,Chordata,,cone,double,573,0,,adult,0,17
179,Poecilia,parae,Chordata,,rod,,503,0,,adult,0,21
180,Poecilia,parae,Chordata,,cone,single,355,0,,adult,0,21
181,Poecilia,parae,Chordata,,cone,single,407,0,,adult,0,21
182,Poecilia,parae,Chordata,,cone,double,456,0,,adult,0,21
183,Poecilia,parae,Chordata,,cone,double,526,0,,adult,0,21
184,Poecilia,parae,Chordata,,cone,double,543,0,,adult,0,21
185,Poecilia,parae,Chordata,,cone,twin,543,0,,adult,0,21
186,Poecilia,latipinna,Chordata,,rod,,503,0,,adult,0,27
187,Poecilia,latipinna,Chordata,,cone,single,403,0,,adult,0,27
188,Poecilia,latipinna,Chordata,,cone,single,463,0,,adult,0,27
189,Poecilia,latipinna,Chordata,,cone,single,551,0,,adult,0,27
190,Poecilia,latipinna,Chordata,,cone,single,577,0,,adult,0,27
191,Poecilia,latipinna,Chordata,,cone,twin,551,0,,adult,0,27
192,Poecilia,latipinna,Chordata,,cone,twin,577,0,,adult,0,27
193,Poecilia,mexicana,Chordata,,rod,,504,0,,adult,0,27
194,Poecilia,mexicana,Chordata,,cone,single,350,0,,adult,0,27
195,Poecilia,mexicana,Chordata,,cone,single,402,0,,adult,0,27
196,Poecilia,mexicana,Chordata,,cone,double,461,0,,adult,0,27
197,Poecilia,mexicana,Chordata,,cone,double,537,0,,adult,0,27
198,Poecilia,mexicana,Chordata,,cone,double,563,0,,adult,0,27
199,Poecilia,formosa,Chordata,,rod,,504,0,,adult,0,27
200,Poecilia,formosa,Chordata,,cone,single,352,0,,adult,0,27
201,Poecilia,formosa,Chordata,,cone,single,404,0,,adult,0,27
202,Poecilia,formosa,Chordata,,cone,double,463,0,,adult,0,27
203,Poecilia,formosa,Chordata,,cone,double,560,0,,adult,0,27
204,Megalops,atlanticus,Chordata,,rod,,500,0,,adult,0,44
205,Megalops,atlanticus,Chordata,,cone,single,364,0,,adult,0,44
206,Megalops,atlanticus,Chordata,,cone,single,411,0,,adult,0,44
207,Megalops,atlanticus,Chordata,,cone,single,451,0,,adult,0,44
208,Megalops,atlanticus,Chordata,,cone,single,476,0,,adult,0,44
209,Megalops,atlanticus,Chordata,,cone,single,551,0,,adult,0,44
210,Gadus,macrocephalus,Chordata,,cone,single,441,0,,adult,0,5
211,Gadus,macrocephalus,Chordata,,cone,twin,523,0,,adult,0,5
212,Gaidropsarus,mediterraneus,Chordata,,rod,,512,0,,adult,0,29
213,Gaidropsarus,mediterraneus,Chordata,,cone,single,535,0,,adult,0,29
214,Gaidropsarus,mediterraneus,Chordata,,cone,twin,535,0,,adult,0,29
215,Microgadus,proximus,Chordata,,rod,,497,0,,adult,0,5
216,Microgadus,proximus,Chordata,,cone,single,439,0,,adult,0,5
217,Microgadus,proximus,Chordata,,cone,single,523,0,,adult,0,5
218,Microgadus,proximus,Chordata,,cone,twin,522,0,,adult,0,5
219,Theragra,chalcogramma,Chordata,,rod,,500,0,,adult,0,5
220,Theragra,chalcogramma,Chordata,,cone,single,442,0,,adult,0,5
221,Theragra,chalcogramma,Chordata,,cone,twin,516,0,,adult,0,5
222,Poecilia,reticulata,Chordata,,rod,,503,0,,adult,0,1
223,Poecilia,reticulata,Chordata,,cone,single,410,0,,adult,0,1
224,Poecilia,reticulata,Chordata,,cone,double,465,0,,adult,0,1
225,Poecilia,reticulata,Chordata,,cone,double,473,0,,adult,0,1
226,Poecilia,reticulata,Chordata,,cone,twin,573,0,,adult,0,1
227,Merluccius,productus,Chordata,,rod,,495,0,,adult,0,5
228,Merluccius,productus,Chordata,,cone,single,516,0,,adult,0,5
229,Merluccius,productus,Chordata,,cone,twin,517,0,,adult,0,5
230,Aulorhynchus,flavidus,Chordata,,rod,,499,0,,adult,0,5
231,Aulorhynchus,flavidus,Chordata,,cone,single,360,0,,adult,0,5
232,Aulorhynchus,flavidus,Chordata,,cone,double,496,0,,adult,0,5
233,Aulorhynchus,flavidus,Chordata,,cone,double,536,0,,adult,0,5
234,Aulostomus,chinensis,Chordata,,rod,,494,0,,adult,0,32
235,Aulostomus,chinensis,Chordata,,cone,single,421,0,,adult,0,32
236,Aulostomus,chinensis,Chordata,,cone,twin,473,0,,adult,0,32
237,Gasterosteus,aculeatus,Chordata,,rod,,502,0,,adult,0,5
238,Gasterosteus,aculeatus,Chordata,,cone,single,362,0,,adult,0,5
239,Gasterosteus,aculeatus,Chordata,,cone,single,439,0,,adult,0,5
240,Gasterosteus,aculeatus,Chordata,,cone,double,524,0,,adult,0,5
241,Gasterosteus,aculeatus,Chordata,,cone,double,576,0,,adult,0,5
242,Spinachia,spinachia,Chordata,,rod,,510,0,,adult,0,29
243,Spinachia,spinachia,Chordata,,cone,single,445,0,,adult,0,29
244,Spinachia,spinachia,Chordata,,cone,single,555,0,,adult,0,29
245,Spinachia,spinachia,Chordata,,cone,double,532,0,,adult,0,29
246,Spinachia,spinachia,Chordata,,cone,double,590,0,,adult,0,29
247,Gobiesox,maecmdricus,Chordata,,rod,,500,0,,adult,0,5
248,Gobiesox,maecmdricus,Chordata,,cone,single,440,0,,adult,0,5
249,Gobiesox,maecmdricus,Chordata,,cone,double,526,0,,adult,0,5
250,Gobiesox,maecmdricus,Chordata,,cone,double,567,0,,adult,0,5
251,Hypomesus,pretiosus,Chordata,,rod,,500,0,,adult,0,5
252,Hypomesus,pretiosus,Chordata,,cone,single,369,0,,adult,0,5
253,Hypomesus,pretiosus,Chordata,,cone,single,461,0,,adult,0,5
254,Hypomesus,pretiosus,Chordata,,cone,double,522,0,,adult,0,5
255,Hypomesus,pretiosus,Chordata,,cone,double,570,0,,adult,0,5
256,Osmerus,dentex,Chordata,,rod,,516,0,,adult,0,26
257,Osmerus,dentex,Chordata,,cone,single,425,0,,adult,0,26
258,Osmerus,dentex,Chordata,,cone,double,514,0,,adult,0,26
259,Osmerus,dentex,Chordata,,cone,double,565,0,,adult,0,26
260,Spirinchus,thaleichthys,Chordata,,rod,,499,0,,adult,0,5
261,Spirinchus,thaleichthys,Chordata,,cone,single,364,0,,adult,0,5
262,Spirinchus,thaleichthys,Chordata,,cone,single,465,0,,adult,0,5
263,Spirinchus,thaleichthys,Chordata,,cone,double,517,0,,adult,0,5
264,Spirinchus,thaleichthys,Chordata,,cone,double,572,0,,adult,0,5
265,Acanthurus,nigroris,Chordata,,rod,,494,0,,adult,0,32
266,Acanthurus,nigroris,Chordata,,cone,single,439,0,,adult,0,32
267,Acanthurus,nigroris,Chordata,,cone,double,523,0,,adult,0,32
268,Acanthurus,nigroris,Chordata,,cone,double,538,0,,adult,0,32
269,Acanthurus,triostegus,Chordata,,rod,,493,0,,adult,0,32
270,Acanthurus,triostegus,Chordata,,cone,single,458,0,,adult,0,32
271,Acanthurus,triostegus,Chordata,,cone,twin,518,0,,adult,0,32
272,Acanthurus,achilles,Chordata,,rod,,496,0,,adult,0,32
273,Acanthurus,achilles,Chordata,,cone,twin,501,0,,adult,0,32
274,Ctenochaetus,strigosus,Chordata,,rod,,486,0,,adult,0,32
275,Ctenochaetus,strigosus,Chordata,,cone,single,453,0,,adult,0,32
276,Ctenochaetus,strigosus,Chordata,,cone,double,521,0,,adult,0,32
277,Ctenochaetus,strigosus,Chordata,,cone,double,548,0,,adult,0,32
278,Ctenochaetus,strigosus,Chordata,,cone,twin,501,0,,adult,0,32
279,Naso,lituratus,Chordata,,rod,,497,0,,adult,0,32
280,Naso,lituratus,Chordata,,cone,single,421,0,,adult,0,32
281,Naso,lituratus,Chordata,,cone,double,496,0,,adult,0,32
282,Naso,lituratus,Chordata,,cone,double,521,0,,adult,0,32
283,Naso,unicornis,Chordata,,rod,,494,0,,adult,0,32
284,Naso,unicornis,Chordata,,cone,single,416,0,,adult,0,32
285,Naso,unicornis,Chordata,,cone,double,486,0,,adult,0,32
286,Naso,unicornis,Chordata,,cone,double,507,0,,adult,0,32
287,Zebrasoma,veliferum,Chordata,,rod,,494,0,,adult,0,32
288,Zebrasoma,veliferum,Chordata,,cone,single,448,0,,adult,0,32
289,Zebrasoma,veliferum,Chordata,,cone,double,511,0,,adult,0,32
290,Zebrasoma,veliferum,Chordata,,cone,double,517,0,,adult,0,32
291,Zebrasoma,veliferum,Chordata,,cone,twin,523,0,,adult,0,32
292,Zebrasoma,flavescens,Chordata,,rod,,494,0,,adult,0,32
293,Zebrasoma,flavescens,Chordata,,cone,single,446,0,,adult,0,32
294,Zebrasoma,flavescens,Chordata,,cone,double,510,0,,adult,0,32
295,Zebrasoma,flavescens,Chordata,,cone,double,519,0,,adult,0,32
296,Ammodytes,hexapterus,Chordata,,rod,,470,0,,adult,0,5
297,Ammodytes,hexapterus,Chordata,,cone,single,398,0,,adult,0,5
298,Ammodytes,hexapterus,Chordata,,cone,single,524,0,,adult,0,5
299,Ammodytes,hexapterus,Chordata,,cone,twin,520,0,,adult,0,5
300,Apogon,kallopterus,Chordata,,rod,,492,0,,adult,0,32
301,Apogon,kallopterus,Chordata,,cone,single,441,0,,adult,0,32
302,Apogon,kallopterus,Chordata,,cone,double,494,0,,adult,0,32
303,Apogon,kallopterus,Chordata,,cone,double,516,0,,adult,0,32
304,Ronquilus,jordani,Chordata,,rod,,492,0,,adult,0,5
305,Ronquilus,jordani,Chordata,,cone,single,461,0,,adult,0,5
306,Ronquilus,jordani,Chordata,,cone,twin,521,0,,adult,0,5
307,Lipophyrs,pholis,Chordata,,rod,,515,0,,adult,0,29
308,Lipophyrs,pholis,Chordata,,cone,single,535,0,,adult,0,29
309,Lipophyrs,pholis,Chordata,,cone,double,500,0,,adult,0,29
310,Lipophyrs,pholis,Chordata,,cone,double,570,0,,adult,0,29
311,Plagiotremus,rhinorhynchos,Chordata,,rod,,498,0,,adult,0,9
312,Plagiotremus,rhinorhynchos,Chordata,,cone,single,449,0,,adult,0,9
313,Plagiotremus,rhinorhynchos,Chordata,,cone,double,520,0,,adult,0,9
314,Plagiotremus,rhinorhynchos,Chordata,,cone,double,561,0,,adult,0,9
315,Trachurus,mediterraneus,Chordata,,rod,,502,0,,adult,0,18
316,Trachurus,mediterraneus,Chordata,,cone,single,433,0,,adult,0,18
317,Trachurus,mediterraneus,Chordata,,cone,twin,525,0,,adult,0,18
318,Spicara,smaris,Chordata,,rod,,502,0,,adult,0,18
319,Spicara,smaris,Chordata,,cone,single,436,0,,adult,0,18
320,Spicara,smaris,Chordata,,cone,twin,522,0,,adult,0,18
321,Lepomis,macrochirus,Chordata,,rod,,538,0,,adult,0,20
322,Lepomis,macrochirus,Chordata,,cone,single,536,0,,adult,0,20
323,Lepomis,macrochirus,Chordata,,cone,twin,620,0,,adult,0,20
324,Micropterus,salmoides,Chordata,,rod,,528,0,,adult,0,34
325,Micropterus,salmoides,Chordata,,cone,single,535,0,,adult,0,34
326,Micropterus,salmoides,Chordata,,cone,twin,614,0,,adult,0,34
327,Chaetodon,kleini,Chordata,,rod,,496,0,,adult,0,32
328,Chaetodon,kleini,Chordata,,cone,double,496,0,,adult,0,32
329,Chaetodon,kleini,Chordata,,cone,double,530,0,,adult,0,32
330,Chaetodon,unimaculatus,Chordata,,rod,,491,0,,adult,0,32
331,Chaetodon,unimaculatus,Chordata,,cone,double,487,0,,adult,0,32
332,Chaetodon,unimaculatus,Chordata,,cone,double,530,0,,adult,0,32
333,Forcipiger,flavissimus,Chordata,,rod,,488,0,,adult,0,32
334,Forcipiger,flavissimus,Chordata,,cone,single,431,0,,adult,0,32
335,Forcipiger,flavissimus,Chordata,,cone,double,490,0,,adult,0,32
336,Forcipiger,flavissimus,Chordata,,cone,double,527,0,,adult,0,32
337,Aequidens,pulcher,Chordata,,rod,,507,0,,adult,0,29
338,Aequidens,pulcher,Chordata,,cone,double,565,0,,adult,0,29
339,Aequidens,pulcher,Chordata,,cone,double,605,0,,adult,0,29
340,Aequidens,pulcher,Chordata,,cone,twin,605,0,,adult,0,29
341,Aulonocara,hueseri,Chordata,,rod,,496,0,,adult,0,23
342,Aulonocara,hueseri,Chordata,,cone,single,415,0,,adult,0,23
343,Aulonocara,hueseri,Chordata,,cone,double,484,0,,adult,0,23
344,Aulonocara,hueseri,Chordata,,cone,double,526,0,,adult,0,23
345,Copadichromis,borleyi,Chordata,,rod,,494,0,,adult,0,23
346,Copadichromis,borleyi,Chordata,,cone,single,424,0,,adult,0,23
347,Copadichromis,borleyi,Chordata,,cone,double,478,0,,adult,0,23
348,Copadichromis,borleyi,Chordata,,cone,double,539,0,,adult,0,23
349,Crenicichla,frenata,Chordata,,rod,,420,0,,adult,0,48
350,Crenicichla,frenata,Chordata,,cone,single,480,0,,adult,0,48
351,Crenicichla,frenata,Chordata,,cone,double,547,0,,adult,0,48
352,Crenicichla,frenata,Chordata,,cone,double,614,0,,adult,0,48
353,Crenicichla,frenata,Chordata,,cone,twin,614,0,,adult,0,48
354,Cynotilapia,afra,Chordata,,rod,,496,0,,adult,0,23
355,Cynotilapia,afra,Chordata,,cone,single,358,0,,adult,0,23
356,Cynotilapia,afra,Chordata,,cone,double,472,0,,adult,0,23
357,Cynotilapia,afra,Chordata,,cone,double,525,0,,adult,0,23
358,Dimidiochromis,compressiceps,Chordata,,rod,,498,0,,adult,0,23
359,Dimidiochromis,compressiceps,Chordata,,cone,single,447,0,,adult,0,23
360,Dimidiochromis,compressiceps,Chordata,,cone,double,533,0,,adult,0,23
361,Dimidiochromis,compressiceps,Chordata,,cone,double,567,0,,adult,0,23
362,Haplochromis,burtoni,Chordata,,rod,,500,0,,adult,0,13
363,Haplochromis,burtoni,Chordata,,cone,single,455,0,,adult,0,13
364,Haplochromis,burtoni,Chordata,,cone,double,523,0,,adult,0,13
365,Haplochromis,burtoni,Chordata,,cone,double,562,0,,adult,0,13
366,Haplochromis,pyrrhocephalus,Chordata,,rod,,519,0,,adult,0,46
367,Haplochromis,pyrrhocephalus,Chordata,,cone,single,462,0,,adult,0,46
368,Haplochromis,pyrrhocephalus,Chordata,,cone,double,539,0,,adult,0,46
369,Haplochromis,pyrrhocephalus,Chordata,,cone,double,595,0,,adult,0,46
370,Haplochromis,ishmaeli,Chordata,,rod,,507,0,,adult,0,46
371,Haplochromis,ishmaeli,Chordata,,cone,single,456,0,,adult,0,46
372,Haplochromis,ishmaeli,Chordata,,cone,double,535,0,,adult,0,46
373,Haplochromis,ishmaeli,Chordata,,cone,double,569,0,,adult,0,46
374,Haplochromis,piceatus,Chordata,,rod,,503,0,,adult,0,46
375,Haplochromis,piceatus,Chordata,,cone,single,465,0,,adult,0,46
376,Haplochromis,piceatus,Chordata,,cone,double,522,0,,adult,0,46
377,Haplochromis,piceatus,Chordata,,cone,double,565,0,,adult,0,46
378,Lethrinops,parvidens,Chordata,,rod,,498,0,,adult,0,23
379,Lethrinops,parvidens,Chordata,,cone,single,426,0,,adult,0,23
380,Lethrinops,parvidens,Chordata,,cone,double,514,0,,adult,0,23
