maxid,Genus,Species,Phylum,Class,CellType,CellSubType,LambdaMax,error,Chromophore,Stage,opsinid,refid
1001,Hexagrammos,stelleri,Chordata,,cone,double,525,0,,adult,0,24
1002,Hexagrammos,stelleri,Chordata,,cone,double,530,0,,adult,0,24
1003,Hexagrammos,stelleri,Chordata,,cone,double,554,0,,adult,0,24
1004,Hexagrammos,stelleri,Chordata,,cone,double,552,0,,adult,0,24
1005,Ophiodon,elongatus,Chordata,,rod,,499,0,,adult,0,5
1006,Ophiodon,elongatus,Chordata,,cone,single,461,0,,adult,0,5
1007,Ophiodon,elongatus,Chordata,,cone,single,523,0,,adult,0,5
1008,Ophiodon,elongatus,Chordata,,cone,double,560,0,,adult,0,5
1009,Ophiodon,elongatus,Chordata,,cone,double,565,0,,adult,0,5
1010,Ophiodon,elongatus,Chordata,,cone,twin,521,0,,adult,0,5
1011,Pleurogrammus,azonus,Chordata,,rod,,504,0,,adult,0,24
1012,Pleurogrammus,azonus,Chordata,,cone,single,467,0,,adult,0,24
1013,Pleurogrammus,azonus,Chordata,,cone,twin,513,0,,adult,0,24
1014,Liparis,dennyi,Chordata,,rod,,494,0,,adult,0,5
1015,Liparis,dennyi,Chordata,,cone,twin,522,0,,adult,0,5
1016,Liparis,pulchellus,Chordata,,rod,,490,0,,adult,0,5
1017,Liparis,pulchellus,Chordata,,cone,single,524,0,,adult,0,5
1018,Liparis,florae,Chordata,,rod,,495,0,,adult,0,5
1019,Liparis,florae,Chordata,,cone,single,440,0,,adult,0,5
1020,Liparis,florae,Chordata,,cone,twin,527,0,,adult,0,5
1021,Liparis,greeni,Chordata,,rod,,495,0,,adult,0,5
1022,Liparis,greeni,Chordata,,cone,single,435,0,,adult,0,5
1023,Liparis,greeni,Chordata,,cone,twin,527,0,,adult,0,5
1024,Dasycottus,setiger,Chordata,,rod,,485,0,,adult,0,5
1025,Dasycottus,setiger,Chordata,,cone,single,446,0,,adult,0,5
1026,Dasycottus,setiger,Chordata,,cone,twin,517,0,,adult,0,5
1027,Gilbertidia,sigalutes,Chordata,,rod,,496,0,,adult,0,5
1028,Gilbertidia,sigalutes,Chordata,,cone,single,454,0,,adult,0,5
1029,Gilbertidia,sigalutes,Chordata,,cone,single,519,0,,adult,0,5
1030,Gilbertidia,sigalutes,Chordata,,cone,twin,520,0,,adult,0,5
1031,Psychrobites,paradoxus,Chordata,,rod,,483,0,,adult,0,5
1032,Psychrobites,paradoxus,Chordata,,cone,single,441,0,,adult,0,5
1033,Psychrobites,paradoxus,Chordata,,cone,single,522,0,,adult,0,5
1034,Psychrobites,paradoxus,Chordata,,cone,single,564,0,,adult,0,5
1035,Psychrobites,paradoxus,Chordata,,cone,double,522,0,,adult,0,5
1036,Psychrobites,paradoxus,Chordata,,cone,double,564,0,,adult,0,5
1037,Psychrobites,paradoxus,Chordata,,cone,twin,521,0,,adult,0,5
1038,Rhamphocottus,richardsonii,Chordata,,rod,,493,0,,adult,0,5
1039,Rhamphocottus,richardsonii,Chordata,,cone,single,452,0,,adult,0,5
1040,Rhamphocottus,richardsonii,Chordata,,cone,double,522,0,,adult,0,5
1041,Rhamphocottus,richardsonii,Chordata,,cone,double,559,0,,adult,0,5
1042,Rhamphocottus,richardsonii,Chordata,,cone,twin,522,0,,adult,0,5
1043,Dendrochirus,zebra,Chordata,,rod,,501,0,,adult,0,29
1044,Dendrochirus,zebra,Chordata,,cone,single,440,0,,adult,0,29
1045,Dendrochirus,zebra,Chordata,,cone,twin,513,0,,adult,0,29
1046,Scorpaena,porcus,Chordata,,rod,,506,0,,adult,0,18
1047,Scorpaena,porcus,Chordata,,cone,single,455,0,,adult,0,18
1048,Scorpaena,porcus,Chordata,,cone,twin,530,0,,adult,0,18
1049,Sebastes,auriculatus,Chordata,,rod,,498,0,,adult,0,5
1050,Sebastes,auriculatus,Chordata,,cone,single,445,0,,adult,0,5
1051,Sebastes,auriculatus,Chordata,,cone,twin,521,0,,adult,0,5
1052,Sebastes,caurinus,Chordata,,rod,,496,0,,adult,0,5
1053,Sebastes,caurinus,Chordata,,cone,single,447,0,,adult,0,5
1054,Sebastes,caurinus,Chordata,,cone,double,520,0,,adult,0,5
1055,Sebastes,caurinus,Chordata,,cone,double,534,0,,adult,0,5
1056,Sebastes,caurinus,Chordata,,cone,twin,524,0,,adult,0,5
1057,Sebastes,maliger,Chordata,,cone,single,432,0,,adult,0,5
1058,Sebastes,maliger,Chordata,,cone,double,522,0,,adult,0,5
1059,Sebastes,maliger,Chordata,,cone,double,535,0,,adult,0,5
1060,Sebastes,empaeus,Chordata,,rod,,493,0,,adult,0,5
1061,Sebastes,empaeus,Chordata,,cone,single,421,0,,adult,0,5
1062,Sebastes,empaeus,Chordata,,cone,single,443,0,,adult,0,5
1063,Sebastes,empaeus,Chordata,,cone,twin,523,0,,adult,0,5
1064,Chelidonichthys,lucernus,Chordata,,rod,,502,0,,adult,0,29
1065,Chelidonichthys,lucernus,Chordata,,cone,single,460,0,,adult,0,29
1066,Chelidonichthys,lucernus,Chordata,,cone,twin,530,0,,adult,0,29
1067,Eutrigla,gurnardus,Chordata,,rod,,502,0,,adult,0,29
1068,Eutrigla,gurnardus,Chordata,,cone,single,460,0,,adult,0,29
1069,Eutrigla,gurnardus,Chordata,,cone,twin,520,0,,adult,0,29
1070,Ictalurus,catus,Chordata,,rod,,541,0,,adult,0,42
1071,Ictalurus,catus,Chordata,,cone,single,447,0,,adult,0,42
1072,Ictalurus,catus,Chordata,,cone,double,509,0,,adult,0,42
1073,Ictalurus,catus,Chordata,,cone,double,516,0,,adult,0,42
1074,Ictalurus,melas,Chordata,,rod,,541,0,,adult,0,42
1075,Ictalurus,melas,Chordata,,cone,single,536,0,,adult,0,42
1076,Ictalurus,melas,Chordata,,cone,single,505,0,,adult,0,42
1077,Ictalurus,punctatus,Chordata,,rod,,542,0,,adult,0,42
1078,Ictalurus,punctatus,Chordata,,cone,single,536,0,,adult,0,42
1079,Ictalurus,punctatus,Chordata,,cone,single,607,0,,adult,0,42
1080,Hippocampus,subelongatus,Chordata,,rod,,500,0,,adult,0,36
1081,Hippocampus,subelongatus,Chordata,,cone,single,467,0,,adult,0,36
1082,Hippocampus,subelongatus,Chordata,,cone,double,522,0,,adult,0,36
1083,Hippocampus,subelongatus,Chordata,,cone,double,537,0,,adult,0,36
1084,Hippocampus,subelongatus,Chordata,,cone,double,560,0,,adult,0,36
1085,Hippocampus,subelongatus,Chordata,,cone,twin,522,0,,adult,0,36
1086,Hippocampus,subelongatus,Chordata,,cone,twin,537,0,,adult,0,36
1087,Hippocampus,barbouri,Chordata,,rod,,499,0,,adult,0,36
1088,Hippocampus,barbouri,Chordata,,cone,single,429,0,,adult,0,36
1089,Hippocampus,barbouri,Chordata,,cone,single,460,0,,adult,0,36
1090,Hippocampus,barbouri,Chordata,,cone,twin,521,0,,adult,0,36
1091,Hippocampus,barbouri,Chordata,,cone,twin,537,0,,adult,0,36
1092,Hippocampus,barbouri,Chordata,,cone,twin,558,0,,adult,0,36
1093,Stigmatopora,argus,Chordata,,rod,,502,0,,adult,0,36
1094,Stigmatopora,argus,Chordata,,cone,single,457,0,,adult,0,36
1095,Stigmatopora,argus,Chordata,,cone,double,519,0,,adult,0,36
1096,Stigmatopora,argus,Chordata,,cone,double,537,0,,adult,0,36
1097,Stigmatopora,argus,Chordata,,cone,double,579,0,,adult,0,36
1098,Stigmatopora,argus,Chordata,,cone,twin,519,0,,adult,0,36
1099,Stigmatopora,argus,Chordata,,cone,twin,537,0,,adult,0,36
1100,Sygnathus,leptorhynchus,Chordata,,rod,,499,0,,adult,0,5
1101,Sygnathus,leptorhynchus,Chordata,,cone,single,404,0,,adult,0,5
1102,Sygnathus,leptorhynchus,Chordata,,cone,single,440,0,,adult,0,5
1103,Sygnathus,leptorhynchus,Chordata,,cone,double,524,0,,adult,0,5
1104,Sygnathus,leptorhynchus,Chordata,,cone,double,569,0,,adult,0,5
1105,Canthidermis,maculatus,Chordata,,rod,,486,0,,adult,0,32
1106,Canthidermis,maculatus,Chordata,,cone,single,407,0,,adult,0,32
1107,Canthidermis,maculatus,Chordata,,cone,single,493,0,,adult,0,32
1108,Canthidermis,maculatus,Chordata,,cone,double,479,0,,adult,0,32
1109,Canthidermis,maculatus,Chordata,,cone,double,522,0,,adult,0,32
1110,Sufflamen,bursa,Chordata,,rod,,487,0,,adult,0,32
1111,Sufflamen,bursa,Chordata,,cone,single,404,0,,adult,0,32
1112,Sufflamen,bursa,Chordata,,cone,twin,503,0,,adult,0,32
1113,Pergavor,spilosoma,Chordata,,rod,,494,0,,adult,0,32
1114,Pergavor,spilosoma,Chordata,,cone,single,398,0,,adult,0,32
1115,Pergavor,spilosoma,Chordata,,cone,double,492,0,,adult,0,32
1116,Pergavor,spilosoma,Chordata,,cone,double,510,0,,adult,0,32
1117,Pergavor,aspricaudus,Chordata,,rod,,492,0,,adult,0,32
1118,Pergavor,aspricaudus,Chordata,,cone,single,404,0,,adult,0,32
1119,Pergavor,aspricaudus,Chordata,,cone,double,476,0,,adult,0,32
1120,Pergavor,aspricaudus,Chordata,,cone,double,516,0,,adult,0,32
1121,Ostracion,meleagris,Chordata,,rod,,495,0,,adult,0,32
1122,Ostracion,meleagris,Chordata,,cone,single,416,0,,adult,0,32
1123,Ostracion,meleagris,Chordata,,cone,single,471,0,,adult,0,32
1124,Ostracion,meleagris,Chordata,,cone,double,479,0,,adult,0,32
1125,Ostracion,meleagris,Chordata,,cone,double,520,0,,adult,0,32
1126,Ostracion,meleagris,Chordata,,cone,twin,497,0,,adult,0,32
1127,Arothron,meleagris,Chordata,,rod,,493,0,,adult,0,32
1128,Arothron,meleagris,Chordata,,cone,single,439,0,,adult,0,32
1129,Arothron,meleagris,Chordata,,cone,double,507,0,,adult,0,32
1130,Arothron,meleagris,Chordata,,cone,double,525,0,,adult,0,32
1131,Cavia,porcellus,Chordata,,rod,,500,0,,adult ,0,106
1132,Cavia,porcellus,Chordata,,cone?,single?,530,0,,adult,0,106
1133,Cavia,porcellus,Chordata,,cone?,single?,400,0,,adult,0,106
1134,Serinus,canaria,Chordata,,rod,,506,0,,adult,0,51
1135,Serinus,canaria,Chordata,,cone,single,569,0,,adult,0,51
1136,Serinus,canaria,Chordata,,cone,single,505,0,,adult,0,51
1137,Serinus,canaria,Chordata,,cone,single,442,0,,adult,0,51
1138,Serinus,canaria,Chordata,,cone,single,366,0,,adult,0,51
1139,Serinus,canaria,Chordata,,cone,double,569,0,,adult,0,51
1140,Dasyatis,fluviorum,Chordata,,rod,,500,0,,adult,0,52
1141,Dasyatis,fluviorum,Chordata,,cone,single,475,0,,adult,0,52
1142,Dasyatis,fluviorum,Chordata,,cone,single,566,0,,adult,0,52
1143,Himantura,fai,Chordata,,rod,,503,0,,adult,0,52
1144,Himantura,fai,Chordata,,cone,single,475,0,,adult,0,52
1145,Himantura,fai,Chordata,,cone,single,557,0,,adult,0,52
1146,Neotrygon,kuhlii,Chordata,,rod,,497,0,,adult,0,52
1147,Neotrygon,kuhlii,Chordata,,rod,,498,0,,immature,0,52
1148,Neotrygon,kuhlii,Chordata,,cone,single,476,0,,adult,0,52
1149,Neotrygon,kuhlii,Chordata,,cone,single,552,0,,adult,0,52
1150,Taeniura,lymma,Chordata,,rod,,500,0,,adult,0,52
1151,Taeniura,lymma,Chordata,,cone,single,479,0,,adult,0,52
1152,Taeniura,lymma,Chordata,,cone,single,557,0,,adult,0,52
1153,Gymnura,australis,Chordata,,rod,,500,0,,adult,0,52
1154,Gymnura,australis,Chordata,,cone,single,467,0,,adult,0,52
1155,Gymnura,australis,Chordata,,cone,single,556,0,,adult,0,52
1156,Aetobatus,narinari,Chordata,,rod,,502,0,,adult,0,52
1157,Aetobatus,narinari,Chordata,,cone,single,450,0,,adult,0,52
1158,Aetobatus,narinari,Chordata,,cone,single,552,0,,adult,0,52
1159,Aptychotrema,rostrata,Chordata,,rod,,498,0,,adult,0,52
1160,Aptychotrema,rostrata,Chordata,,rod,,492,0,,immature,0,52
1161,Aptychotrema,rostrata,Chordata,,cone,single,459,0,,adult,0,52
1162,Aptychotrema,rostrata,Chordata,,cone,single,553,0,,adult,0,52
1163,Aptychotrema,vincentiana,Chordata,,rod,,500,0,,adult,0,52
1164,Aptychotrema,vincentiana,Chordata,,rod,,501,0,,immature,0,52
1165,Aptychotrema,vincentiana,Chordata,,cone,single,460,0,,adult,0,52
1166,Aptychotrema,vincentiana,Chordata,,cone,single,557,0,,adult,0,52
1167,Glaucostegus,typus,Chordata,,rod,,504,0,,adult,0,52
1168,Glaucostegus,typus,Chordata,,rod,,504,0,,immature,0,52
1169,Glaucostegus,typus,Chordata,,cone,single,477,0,,adult,0,52
1170,Glaucostegus,typus,Chordata,,cone,single,561,0,,adult,0,52
1171,Trygonorrhina,fasciata,Chordata,,rod,,499,0,,adult,0,52
1172,Trygonorrhina,fasciata,Chordata,,cone,single,470,0,,adult,0,52
1173,Trygonorrhina,fasciata,Chordata,,cone,single,568,0,,adult,0,52
1174,Rhinobatos,lentiginosus,Chordata,,rod,,496,0,,adult,0,52
1175,Rhinobatos,lentiginosus,Chordata,,rod,,499,0,,immature,0,52
1176,Rhinoptera,bonasus,Chordata,,rod,,500,0,,adult,0,52
1177,Rhinoptera,bonasus,Chordata,,cone,single,470,0,,adult,0,52
1178,Rhinoptera,bonasus,Chordata,,cone,single,551,0,,adult,0,52
1179,Rhynchobatus,australiae,Chordata,,rod,,500,0,,adult,0,52
1180,Rhynchobatus,australiae,Chordata,,cone,single,475,0,,adult,0,52
1181,Rhynchobatus,australiae,Chordata,,cone,single,555,0,,adult,0,52
1182,Trygonoptera,testacea,Chordata,,rod,,498,0,,adult,0,52
1183,Trygonoptera,testacea,Chordata,,cone,single,481,0,,adult,0,52
1184,Trygonoptera,testacea,Chordata,,cone,single,557,0,,adult,0,52
1185,Urobatis,jamaicensis,Chordata,,rod,,499,0,,adult,0,52
1186,Urobatis,jamaicensis,Chordata,,cone,single,475,0,,adult,0,52
1187,Urobatis,jamaicensis,Chordata,,cone,single,562,0,,adult,0,52
1188,Carcharhinus,amboinensis,Chordata,,rod,,507,0,,adult,0,52
1189,Carcharhinus,amboinensis,Chordata,,cone,single,534,0,,adult,0,52
1190,Carcharhinus,amblyrhynchos,Chordata,,rod,,504,0,,adult,0,52
1191,Carcharhinus,leucas,Chordata,,rod,,518,0,,adult,0,52
1192,Carcharhinus,leucas,Chordata,,cone,single,554,0,,adult,0,52
1193,Carcharhinus,limbatus,Chordata,,rod,,506,0,,adult,0,52
1194,Carcharhinus,limbatus,Chordata,,cone,single,532,0,,adult,0,52
1195,Carcharhinus,melanopterus,Chordata,,rod,,505,0,,adult,0,52
1196,Carcharhinus,melanopterus,Chordata,,rod,,507,0,,immature,0,52
1197,Carcharhinus,melanopterus,Chordata,,cone,single,528,0,,adult,0,52
1198,Carcharhinus,obscurus,Chordata,,rod,,502,0,,adult,0,52
1199,Rhizoprionodon,taylori,Chordata,,rod,,508,0,,adult,0,52
1200,Rhizoprionodon,taylori,Chordata,,cone,single,533,0,,adult,0,52
1201,Chiloscyllium,punctatum,Chordata,,rod,,499.6,2.6,,adult,0,52
1202,Chiloscyllium,punctatum,Chordata,,cone,single,531.8,6.7,,adult,0,52
1203,Orectolobus,maculatus,Chordata,,rod,,484,0,,adult,0,52
1204,Orectolobus,maculatus,Chordata,,cone,single,553,0,,adult,0,52
1205,Orectolobus,ornatus,Chordata,,rod,,498,0,,adult,0,52
1206,Orectolobus,ornatus,Chordata,,cone,single,561,0,,adult,0,52
1207,Oncorhynchus,mykiss,Chordata,,cone,single,386,0,,juvenile (alevin stage),0,53
1208,Oncorhynchus,mykiss,Chordata,,cone,double,498,0,,juvenile (alevin stage),0,53
1209,Oncorhynchus,mykiss,Chordata,,cone,double,563,0,,juvenile (alevin stage),0,53
1210,Ctenophorus,decresii,Chordata,,cone,single,569,0,,adult,0,55
1211,Ctenophorus,decresii,Chordata,,cone,single,491,0,,adult,0,55
1212,Ctenophorus,decresii,Chordata,,cone,single,436,0,,adult,0,55
1213,Ctenophorus,decresii,Chordata,,cone,single,507,0,,adult,0,55
1214,Ctenophorus,ornatus,Chordata,,cone,single,440,0,,adult,0,55
1215,Ctenophorus,ornatus,Chordata,,cone,single,493,0,,adult,0,55
1216,Ctenophorus,ornatus,Chordata,,cone,single,571,0,,adult,0,55
1217,Alouatta,sp.,Chordata,,cone,single,530,0,,adult,0,56
1218,Alouatta,sp.,Chordata,,cone,single,558,0,,adult,0,56
1219,Alouatta,sp.,Chordata,,rod,,500,0,,adult,0,56
1220,Oncorhynchus,kisutch,Chordata,,cone,single,380,0,,juvenile,0,57
1221,Oncorhynchus,kisutch,Chordata,,cone,single,455,0,,juvenile,0,57
1222,Oncorhynchus,kisutch,Chordata,,cone,single,405,0,,juvenile,0,57
1223,Oncorhynchus,mykiss,Chordata,,cone,single,434,0,,juvenile (smolt stage),0,58
1224,Oncorhynchus,mykiss,Chordata,,cone,double,521,0,,juvenile (smolt stage),0,58
1225,Oncorhynchus,mykiss,Chordata,,cone,double,564,0,,juvenile (smolt stage),0,58
1226,Oncorhynchus,mykiss,Chordata,,rod,,509,0,,juvenile (smolt stage),0,58
1227,Oncorhynchus,mykiss,Chordata,,cone,single,382,0,,juvenile (alevin stage),0,58
1228,Oncorhynchus,mykiss,Chordata,,cone,double,500,0,,juvenile (alevin stage),0,58
1229,Oncorhynchus,mykiss,Chordata,,cone,double,563,0,,juvenile (alevin stage),0,58
1230,Oncorhynchus,mykiss,Chordata,,rod,,508,0,,juvenile (alevin stage),0,58
1231,Danio,rerio,Chordata,,cone,single,361,0,,juvenile,0,58
1232,Danio,rerio,Chordata,,cone,single,417,0,,juvenile,0,58
1233,Danio,rerio,Chordata,,cone,double,483,0,,juvenile,0,58
1234,Danio,rerio,Chordata,,cone,double,566,0,,juvenile,0,58
1235,Danio,rerio,Chordata,,rod,,501,0,,juvenile,0,58
1236,Lampetra,fluviatilis,Chordata,,rod,,515,0,,adult,0,59
1237,Lampetra,fluviatilis,Chordata,,cone,single,555,0,,adult,0,59
1238,Lampetra,fluviatilis,Chordata,,cone,single,610,0,,adult,0,59
1239,Eigenmannia,virescens,Chordata,,rod,,524,0,,adult,0,60
1240,Eigenmannia,virescens,Chordata,,cone,single,608,0,,adult,0,60
1241,Gasterosteus,acuelatus,Chordata,,cone,single,373,0,,adult,0,61
1242,Gasterosteus,acuelatus,Chordata,,cone,single,449,0,,adult,0,61
1243,Gasterosteus,acuelatus,Chordata,,cone,double,528,0,,adult,0,61
1244,Gasterosteus,acuelatus,Chordata,,cone,double,603,0,,adult,0,61
1245,Gasterosteus,acuelatus,Chordata,,rod,,524,0,,adult,0,61
1246,Pseudotropheus,acei,Chordata,,cone,single,378,0,,adult,0,62
1247,Pseudotropheus,acei,Chordata,,cone,single,415,0,,adult,0,62
1248,Pseudotropheus,acei,Chordata,,cone,single,452,0,,adult,0,62
1249,Pseudotropheus,acei,Chordata,,rod,,505,0,,adult,0,62
1250,Pseudotropheus,acei,Chordata,,cone,double,482,0,,adult,0,62
1251,Pseudotropheus,acei,Chordata,,cone,double,506,0,,adult,0,62
1252,Pseudotropheus,acei,Chordata,,cone,double,535,0,,adult,0,62
1253,Pseudotropheus,acei,Chordata,,cone,single,476,0,,adult,0,62
1254,Pseudotropheus,acei,Chordata,,cone,single,505,0,,adult,0,62
1255,Pseudotropheus,acei,Chordata,,cone,single,534,0,,adult,0,62
1256,Pseudotropheus,acei,Chordata,,cone,single,566,0,,adult,0,62
1257,Melanochromis,vermivorus,Chordata,,rod,,505,0,,adult,0,62
1258,Melanochromis,vermivorus,Chordata,,cone,single,418,0,,adult,0,62
1259,Melanochromis,vermivorus,Chordata,,cone,double,485,0,,adult,0,62
1260,Melanochromis,vermivorus,Chordata,,cone,double,503,0,,adult,0,62
1261,Melanochromis,vermivorus,Chordata,,cone,double,535,0,,adult,0,62
1262,Melanochromis,vermivorus,Chordata,,cone,single,506,0,,adult,0,62
1263,Melanochromis,vermivorus,Chordata,,cone,single,555,0,,adult,0,62
1264,Tramitichromis,intermedius,Chordata,,rod,,506,0,,adult,0,62
1265,Tramitichromis,intermedius,Chordata,,cone,single,455,0,,adult,0,62
1266,Tramitichromis,intermedius,Chordata,,cone,double,532,0,,adult,0,62
1267,Tramitichromis,intermedius,Chordata,,cone,double,569,0,,adult,0,62
1268,Tramitichromis,intermedius,Chordata,,cone,single,534,0,,adult,0,62
1269,Poecilia,reticulata cumana,Chordata,,cone,,359,0,,adult,0,66
1270,Poecilia,reticulata cumana,Chordata,,cone,,406,0,,adult,0,66
1271,Poecilia,reticulata cumana,Chordata,,cone,,465,0,,adult,0,66
1272,Poecilia,reticulata cumana,Chordata,,cone,,525,0,,adult,0,66
1273,Poecilia,reticulata cumana,Chordata,,cone,,541,0,,adult,0,66
1274,Poecilia,reticulata cumana,Chordata,,cone,,560,0,,adult,0,66
1275,Poecilia,reticulata cumana,Chordata,,rod,,503,0,,adult,0,66
1276,Poecilia,reticulata trinidad,Chordata,,rod,,501,0,,adult,0,115
1277,Poecilia,reticulata trinidad,Chordata,,cone,,408,0,,adult,0,115
1278,Poecilia,reticulata trinidad,Chordata,,cone,,464,0,,adult,0,115
1279,Poecilia,reticulata trinidad,Chordata,,cone,,533,0,,adult,0,115
1280,Poecilia,reticulata trinidad,Chordata,,cone,,543,0,,adult,0,115
1281,Poecilia,reticulata trinidad,Chordata,,cone,,572,0,,adult,0,115
1282,Neoniphon,sammara,Chordata,,rod,,502,0,,unknown,0,160
1283,Neoniphon,argenteus,Chordata,,rod,,502,0,,unknown,0,160
1284,Neoniphon,aurolineatus,Chordata,,rod,,481,0,,unknown,0,160
1285,Sargocentron,punctatissimum,Chordata,,rod,,494,0,,unknown,0,160
1286,Sargocentron,microstoma,Chordata,,rod,,494,0,,unknown,0,160
1287,Sargocentron,diadema,Chordata,,rod,,491,0,,unknown,0,160
1288,Sargocentron,xantherythrum,Chordata,,rod,,486,0,,unknown,0,160
1289,Sargocentron,spiniferum,Chordata,,rod,,490,0,,unknown,0,160
1290,Sargocentron,tiere,Chordata,,rod,,490,0,,unknown,0,160
1291,Myripristis,violacea,Chordata,,rod,,499,0,,unknown,0,160
1292,Myripristis,berndti,Chordata,,rod,,493,0,,unknown,0,160
1293,Photostomias,guernei,Chordata,,rod,,483,0,,unknown,0,162
1294,Chauliodus,danae,Chordata,,rod,,484,0,,unknown,0,162
1295,Chauliodus,sloani,Chordata,,rod,,485,0,,unknown,0,162
1296,Idiacanthus,fasciola,Chordata,,rod,,485,0,,unknown,0,162
1297,Stomias,boa,Chordata,,rod,,489,0,,unknown,0,162
1298,Ichthyocossus,ovatus,Chordata,,rod,,489,0,,unknown,0,162
1299,Vinciguerria,nimbaria,Chordata,,rod,,477,0,,unknown,0,162
1300,Argyropelecus,aculeatus,Chordata,,rod,,477,0,,unknown,0,162
1301,Argyropelecus,gigas,Chordata,,rod,,477,0,,unknown,0,162
1302,Gonostoma,bathyphilium,Chordata,,rod,,481,0,,unknown,0,162
1303,Gonostoma,elongatum,Chordata,,rod,,483,0,,unknown,0,162
1304,Diaphus,rafinesquei,Chordata,,rod,,489,0,,unknown,0,162
1305,Bolinichthys,indicus,Chordata,,rod,,489,0,,unknown,0,162
1306,Ceratoscopelus,warmingii,Chordata,,rod,,488,0,,unknown,0,162
1307,Lampanyctus,alatus,Chordata,,rod,,485,0,,unknown,0,162
1308,Benthosema,suborbitale,Chordata,,rod,,487,0,,unknown,0,162
1309,Phycis,blennoides,Chordata,,rod,,494,0,,unknown,0,162
1310,Coryphaenoides,guntheri,Chordata,,rod,,479,0,,unknown,0,162
1311,Bassozetus,compresis,Chordata,,rod,,476,0,,unknown,0,162
1312,Cataetyx,laticeps,Chordata,,rod,,468,0,,unknown,0,162
1313,Conocara,salmonea,Chordata,,rod,,480,0,,unknown,0,162
1314,Alepocephalus,bairdii,Chordata,,rod,,476,0,,unknown,0,162
1315,Anoplogaster,cornuta,Chordata,,rod,,485,0,,unknown,0,162
1316,Hoplostethus,mediteranus,Chordata,,rod,,479,0,,unknown,0,162
1317,Bathysaurus,ferox,Chordata,,rod,,481,0,,unknown,0,162
1318,Bathysaurus,mollis,Chordata,,rod,,479,0,,unknown,0,162
1319,Aristostomias,tittmani,Chordata,,rod,,523,0,,unknown,0,162
1320,Aristostomias,tittmani,Chordata,,rod,,551,0,,unknown,0,162
1321,Aristostomias,tittmani,Chordata,,rod,,581,0,,unknown,0,162
1322,Malacosteus,niger,Chordata,,rod,,517,0,,unknown,0,162
1323,Malacosteus,niger,Chordata,,rod,,542,0,,unknown,0,162
1324,Loligo,forbesii,Mollusca,,rhabdomeric,,494,0,,unknown,0,67
1325,Loligo,pealii,Mollusca,,rhabdomeric,,493,0,,unknown,0,67
1326,Loligo,subulata,Mollusca,,rhabdomeric,,499,0,,unkown,0,67
1327,Sepia,officinalis,Mollusca,,rhabdomeric,,492,0,,unknown,0,67
1328,Todarodes,pacificus,Mollusca,,rhabdomeric,,480,0,,unknown,0,67
1329,Enteroctopus,dofleini,Mollusca,,rhabdomeric,,475,0,,unknown,0,67
1330,Typhlops,platycephalus,Chordata,,rhabdomeric,,494,3,,unknown,0,69
1331,Typhlops,hypomethes,Chordata,,rhabdomeric,,490,8,,unknown,0,69
1332,Leptotyphlops,sp.,Chordata,,rhabdomeric,,500,6,,unknown,0,69
1333,Anilius,scytale,Chordata,,rhabdomeric,,497,2,,unknown,0,69
1334,Platichthys,stellatus,Chordata,,rod,,517,3.5,A1,large juvenile,0,165
1335,Platichthys,stellatus,Chordata,,cone,single,445,8.4,A1,large juvenile,0,165
1336,Platichthys,stellatus,Chordata,,cone,single,459,3.3,A1,large juvenile,0,165
1337,Platichthys,stellatus,Chordata,,cone,double,526,4.1,A1,large juvenile,0,165
1338,Platichthys,stellatus,Chordata,,cone,double,536,6.8,A1,large juvenile,0,165
1339,Platichthys,stellatus,Chordata,,cone,double,548,5,A1,large juvenile,0,165
1340,Platichthys,stellatus,Chordata,,cone,double,557,5.7,A1,large juvenile,0,165
1341,Platichthys,stellatus,Chordata,,rod,,507,3.9,A1,small juvenile,0,165
1342,Platichthys,stellatus,Chordata,,cone,single,437,8.3,A1,small juvenile,0,165
1343,Platichthys,stellatus,Chordata,,cone,single,456,6.2,A1,small juvenile,0,165
1344,Platichthys,stellatus,Chordata,,cone,double,527,4.9,A1,small juvenile,0,165
1345,Platichthys,stellatus,Chordata,,cone,double,545,6.5,A1,small juvenile,0,165
1346,Platichthys,stellatus,Chordata,,cone,double,557,10,A1,small juvenile,0,165
1347,Platichthys,stellatus,Chordata,,cone,,369,0,A1,small juvenile,0,165
1348,Platichthys,stellatus,Chordata,,cone,,415,0,A1,small juvenile,0,165
1349,Carassius,auratus,Chordata,,cone,,509,0,,unknown,0,54
1350,Cavia,porcellus,Chordata,,rod,,499,2.7,,,0,106
1351,Cavia,porcellus,Chordata,,cone,,530,0,,,0,106
1352,Cavia,porcellus,Chordata,,cone,,400,4.7,,,0,106
1353,Galleria,mellonella,Arthropoda,,rhabdomeric,,510,0,,adult,0,82
1354,Microcebus,murinus,Chordata,,cone,SWS,409,0,,,0,171
1355,Struthio,camelus,Chordata,,Rod,,504,0,,chick,0,283
1356,Rhea ,americana,Chordata,,Rod,,504,0,,chick,0,283
1357,Gallus ,gallus domesticus,Chordata,,Rod,,509,0,,unknown,0,283
1358,Coturnix ,japonica,Chordata,,Rod,,505,0,,unknown,0,283
1359,Meleagris ,galoparvo,Chordata,,Rod,,504,0,,unknown,0,283
1360,Pavo ,cristatus,Chordata,,Rod,,504,0,,unknown,0,283
1361,Anas ,platyrhynchos,Chordata,,Rod,,505,0,,unknown,0,283
